TOTAL LAP,'00:04:18.07
BEST LAP,'00:04:18.07
AVERAGE LAP,'00:04:18.07
LAP,LAP TIME,REC TIME,ST(%),TH(%),RPM,VOLT(V),TMP1(deg C),TMP2(deg C),
,,'00:00:02.65,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.70,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.75,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.80,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.85,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.90,-000,-000,00000,005.04,255.0,255.0
,,'00:00:02.95,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.00,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.05,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.10,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.15,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.20,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.25,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.30,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.35,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.40,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.45,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.50,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.55,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.60,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.65,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.70,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.75,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.80,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.85,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.90,-000,-000,00000,005.04,255.0,255.0
,,'00:00:03.95,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.00,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.05,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.10,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.15,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.20,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.25,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.30,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.35,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.40,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.45,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.50,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.55,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.60,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.65,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.70,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.75,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.80,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.85,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.90,-000,-000,00000,005.04,255.0,255.0
,,'00:00:04.95,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.00,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.05,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.10,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.15,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.20,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.25,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.30,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.35,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.40,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.45,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.50,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.55,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.60,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.65,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.70,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.75,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.80,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.85,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.90,-000,-000,00000,005.04,255.0,255.0
,,'00:00:05.95,-000, 002,00000,005.04,255.0,255.0
,,'00:00:06.00,-000, 061,00000,005.04,255.0,255.0
,,'00:00:06.05,-000, 100,00000,005.04,255.0,255.0
,,'00:00:06.10,-000, 100,00000,005.04,255.0,255.0
,,'00:00:06.15,-000, 100,00000,005.04,255.0,255.0
,,'00:00:06.20, 002, 100,00000,005.04,255.0,255.0
,,'00:00:06.25, 010, 100,00000,005.04,255.0,255.0
,,'00:00:06.30, 056, 100,00000,005.04,255.0,255.0
,,'00:00:06.35, 077, 100,00000,005.04,255.0,255.0
,,'00:00:06.40, 088, 100,00000,005.04,255.0,255.0
,,'00:00:06.45, 100, 100,00000,005.04,255.0,255.0
,,'00:00:06.50, 100, 100,00000,005.04,255.0,255.0
,,'00:00:06.55, 100, 100,00000,005.04,255.0,255.0
,,'00:00:06.60, 100, 031,00000,005.04,255.0,255.0
,,'00:00:06.65, 100,-000,00000,005.04,255.0,255.0
,,'00:00:06.70, 100,-000,00000,005.04,255.0,255.0
,,'00:00:06.75, 100,-000,00000,005.04,255.0,255.0
,,'00:00:06.80, 100, 039,00000,005.04,255.0,255.0
,,'00:00:06.85, 100, 077,00000,005.04,255.0,255.0
,,'00:00:06.90, 100, 055,00000,005.04,255.0,255.0
,,'00:00:06.95, 100,-000,00000,005.04,255.0,255.0
,,'00:00:07.00, 100, 002,00000,005.04,255.0,255.0
,,'00:00:07.05, 100, 019,00000,005.04,255.0,255.0
,,'00:00:07.10, 100, 043,00000,005.04,255.0,255.0
,,'00:00:07.15, 098, 055,00000,005.04,255.0,255.0
,,'00:00:07.20, 092, 078,00000,005.04,255.0,255.0
,,'00:00:07.25, 089, 075,00000,005.04,255.0,255.0
,,'00:00:07.30, 085, 053,00000,005.04,255.0,255.0
,,'00:00:07.35, 076, 078,00000,005.04,255.0,255.0
,,'00:00:07.40, 067, 097,00000,005.04,255.0,255.0
,,'00:00:07.45, 047, 100,00000,005.04,255.0,255.0
,,'00:00:07.50, 019, 100,00000,005.04,255.0,255.0
,,'00:00:07.55, 002, 100,00000,005.04,255.0,255.0
,,'00:00:07.60,-000, 100,00000,005.04,255.0,255.0
,,'00:00:07.65, 007, 100,00000,005.04,255.0,255.0
,,'00:00:07.70, 025, 100,00000,005.04,255.0,255.0
,,'00:00:07.75, 042, 100,00000,005.04,255.0,255.0
,,'00:00:07.80, 053, 100,00000,005.04,255.0,255.0
,,'00:00:07.85, 069, 100,00000,005.04,255.0,255.0
,,'00:00:07.90, 089, 100,00000,005.04,255.0,255.0
,,'00:00:07.95, 100, 044,00000,005.04,255.0,255.0
,,'00:00:08.00, 100,-000,00000,005.04,255.0,255.0
,,'00:00:08.05, 100, 007,00000,005.04,255.0,255.0
,,'00:00:08.10, 100, 033,00000,005.04,255.0,255.0
,,'00:00:08.15, 100, 065,00000,005.04,255.0,255.0
,,'00:00:08.20, 097, 071,00000,005.04,255.0,255.0
,,'00:00:08.25, 097, 042,00000,005.04,255.0,255.0
,,'00:00:08.30, 097, 073,00000,005.04,255.0,255.0
,,'00:00:08.35, 094, 083,00000,005.04,255.0,255.0
,,'00:00:08.40, 088, 091,00000,005.04,255.0,255.0
,,'00:00:08.45, 082, 100,00000,005.04,255.0,255.0
,,'00:00:08.50, 074, 100,00000,005.04,255.0,255.0
,,'00:00:08.55, 063, 100,00000,005.04,255.0,255.0
,,'00:00:08.60, 056, 100,00000,005.04,255.0,255.0
,,'00:00:08.65, 028, 100,00000,005.04,255.0,255.0
,,'00:00:08.70,-000, 100,00000,005.04,255.0,255.0
,,'00:00:08.75,-000, 100,00000,005.04,255.0,255.0
,,'00:00:08.80,-000, 100,00000,005.04,255.0,255.0
,,'00:00:08.85,-002, 100,00000,005.04,255.0,255.0
,,'00:00:08.90,-024, 100,00000,005.04,255.0,255.0
,,'00:00:08.95,-051, 100,00000,005.04,255.0,255.0
,,'00:00:09.00,-061, 100,00000,005.04,255.0,255.0
,,'00:00:09.05,-071, 100,00000,005.04,255.0,255.0
,,'00:00:09.10,-072, 100,00000,005.04,255.0,255.0
,,'00:00:09.15,-072, 100,00000,005.04,255.0,255.0
,,'00:00:09.20,-080, 100,00000,005.04,255.0,255.0
,,'00:00:09.25,-086, 100,00000,005.04,255.0,255.0
,,'00:00:09.30,-065, 100,00000,005.04,255.0,255.0
,,'00:00:09.35,-047, 100,00000,005.04,255.0,255.0
,,'00:00:09.40,-039, 100,00000,005.04,255.0,255.0
,,'00:00:09.45,-035, 100,00000,005.04,255.0,255.0
,,'00:00:09.50,-023, 100,00000,005.04,255.0,255.0
,,'00:00:09.55,-013, 028,00000,005.04,255.0,255.0
,,'00:00:09.60,-026,-100,00000,005.04,255.0,255.0
,,'00:00:09.65,-061,-100,00000,005.04,255.0,255.0
,,'00:00:09.70,-098,-100,00000,005.04,255.0,255.0
,,'00:00:09.75,-100,-100,00000,005.04,255.0,255.0
,,'00:00:09.80,-100,-100,00000,005.04,255.0,255.0
,,'00:00:09.85,-100,-100,00000,005.04,255.0,255.0
,,'00:00:09.90,-100,-100,00000,005.04,255.0,255.0
,,'00:00:09.95,-100,-100,00000,005.04,255.0,255.0
,,'00:00:10.00,-100,-100,00000,005.04,255.0,255.0
,,'00:00:10.05,-100,-070,00000,005.04,255.0,255.0
,,'00:00:10.10,-100,-000,00000,005.04,255.0,255.0
,,'00:00:10.15,-100,-000,00000,005.04,255.0,255.0
,,'00:00:10.20,-100, 010,00000,005.04,255.0,255.0
,,'00:00:10.25,-100, 024,00000,005.04,255.0,255.0
,,'00:00:10.30,-100, 028,00000,005.04,255.0,255.0
,,'00:00:10.35,-100, 013,00000,005.04,255.0,255.0
,,'00:00:10.40,-100, 023,00000,005.04,255.0,255.0
,,'00:00:10.45,-098, 043,00000,005.04,255.0,255.0
,,'00:00:10.50,-097, 044,00000,005.04,255.0,255.0
,,'00:00:10.55,-092, 041,00000,005.04,255.0,255.0
,,'00:00:10.60,-084, 049,00000,005.04,255.0,255.0
,,'00:00:10.65,-077, 054,00000,005.04,255.0,255.0
,,'00:00:10.70,-066, 067,00000,005.04,255.0,255.0
,,'00:00:10.75,-051, 080,00000,005.04,255.0,255.0
,,'00:00:10.80,-033, 097,00000,005.04,255.0,255.0
,,'00:00:10.85,-007, 100,00000,005.04,255.0,255.0
,,'00:00:10.90,-000, 100,00000,005.04,255.0,255.0
,,'00:00:10.95, 007, 100,00000,005.04,255.0,255.0
,,'00:00:11.00, 043, 100,00000,005.04,255.0,255.0
,,'00:00:11.05, 072, 100,00000,005.04,255.0,255.0
,,'00:00:11.10, 095, 098,00000,005.04,255.0,255.0
,,'00:00:11.15, 100, 036,00000,005.04,255.0,255.0
,,'00:00:11.20, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.25, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.30, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.35, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.40, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.45, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.50, 100,-000,00000,005.04,255.0,255.0
,,'00:00:11.55, 100, 013,00000,005.04,255.0,255.0
,,'00:00:11.60, 100, 030,00000,005.04,255.0,255.0
,,'00:00:11.65, 100, 022,00000,005.04,255.0,255.0
,,'00:00:11.70, 100, 023,00000,005.04,255.0,255.0
,,'00:00:11.75, 100, 051,00000,005.04,255.0,255.0
,,'00:00:11.80, 100, 061,00000,005.04,255.0,255.0
,,'00:00:11.85, 100, 048,00000,005.04,255.0,255.0
,,'00:00:11.90, 097, 061,00000,005.04,255.0,255.0
,,'00:00:11.95, 095, 069,00000,005.04,255.0,255.0
,,'00:00:12.00, 090, 072,00000,005.04,255.0,255.0
,,'00:00:12.05, 085, 075,00000,005.04,255.0,255.0
,,'00:00:12.10, 078, 081,00000,005.04,255.0,255.0
,,'00:00:12.15, 075, 089,00000,005.04,255.0,255.0
,,'00:00:12.20, 063, 100,00000,005.04,255.0,255.0
,,'00:00:12.25, 054, 100,00000,005.04,255.0,255.0
,,'00:00:12.30, 043, 100,00000,005.04,255.0,255.0
,,'00:00:12.35, 020, 100,00000,005.04,255.0,255.0
,,'00:00:12.40, 001, 100,00000,005.04,255.0,255.0
,,'00:00:12.45,-003, 100,00000,005.04,255.0,255.0
,,'00:00:12.50,-006, 100,00000,005.04,255.0,255.0
,,'00:00:12.55,-007, 100,00000,005.04,255.0,255.0
,,'00:00:12.60,-006, 100,00000,005.04,255.0,255.0
,,'00:00:12.65,-008, 100,00000,005.04,255.0,255.0
,,'00:00:12.70,-008, 100,00000,005.04,255.0,255.0
,,'00:00:12.75,-016, 100,00000,005.04,255.0,255.0
,,'00:00:12.80,-023, 100,00000,005.04,255.0,255.0
,,'00:00:12.85,-022, 100,00000,005.04,255.0,255.0
,,'00:00:12.90,-011, 100,00000,005.04,255.0,255.0
,,'00:00:12.95,-004, 100,00000,005.04,255.0,255.0
,,'00:00:13.00,-000, 100,00000,005.04,255.0,255.0
,,'00:00:13.05,-000, 100,00000,005.04,255.0,255.0
,,'00:00:13.10, 001, 100,00000,005.04,255.0,255.0
,,'00:00:13.15, 019, 027,00000,005.04,255.0,255.0
,,'00:00:13.20, 052,-100,00000,005.04,255.0,255.0
,,'00:00:13.25, 073,-100,00000,005.04,255.0,255.0
,,'00:00:13.30, 079,-100,00000,005.04,255.0,255.0
,,'00:00:13.35, 092,-100,00000,005.04,255.0,255.0
,,'00:00:13.40, 100,-100,00000,005.04,255.0,255.0
,,'00:00:13.45, 100,-100,00000,005.04,255.0,255.0
,,'00:00:13.50, 100,-100,00000,005.04,255.0,255.0
,,'00:00:13.55, 100,-100,00000,005.04,255.0,255.0
,,'00:00:13.60, 100,-097,00000,005.04,255.0,255.0
,,'00:00:13.65, 100,-025,00000,005.04,255.0,255.0
,,'00:00:13.70, 100,-000,00000,005.04,255.0,255.0
,,'00:00:13.75, 100,-000,00000,005.04,255.0,255.0
,,'00:00:13.80, 100, 022,00000,005.04,255.0,255.0
,,'00:00:13.85, 100, 039,00000,005.04,255.0,255.0
,,'00:00:13.90, 100, 041,00000,005.04,255.0,255.0
,,'00:00:13.95, 100, 025,00000,005.04,255.0,255.0
,,'00:00:14.00, 100, 033,00000,005.04,255.0,255.0
,,'00:00:14.05, 100, 049,00000,005.04,255.0,255.0
,,'00:00:14.10, 100, 052,00000,005.04,255.0,255.0
,,'00:00:14.15, 100, 058,00000,005.04,255.0,255.0
,,'00:00:14.20, 095, 070,00000,005.04,255.0,255.0
,,'00:00:14.25, 084, 076,00000,005.04,255.0,255.0
,,'00:00:14.30, 080, 079,00000,005.04,255.0,255.0
,,'00:00:14.35, 076, 081,00000,005.04,255.0,255.0
,,'00:00:14.40, 073, 085,00000,005.04,255.0,255.0
,,'00:00:14.45, 065, 091,00000,005.04,255.0,255.0
,,'00:00:14.50, 053, 100,00000,005.04,255.0,255.0
,,'00:00:14.55, 047, 100,00000,005.04,255.0,255.0
,,'00:00:14.60, 028, 100,00000,005.04,255.0,255.0
,,'00:00:14.65, 009, 100,00000,005.04,255.0,255.0
,,'00:00:14.70,-001, 086,00000,005.04,255.0,255.0
,,'00:00:14.75,-072,-000,00000,005.04,255.0,255.0
,,'00:00:14.80,-100,-033,00000,005.04,255.0,255.0
,,'00:00:14.85,-100,-053,00000,005.04,255.0,255.0
,,'00:00:14.90,-100,-045,00000,005.04,255.0,255.0
,,'00:00:14.95,-100,-000,00000,005.04,255.0,255.0
,,'00:00:15.00,-100,-000,00000,005.04,255.0,255.0
,,'00:00:15.05,-100,-000,00000,005.04,255.0,255.0
,,'00:00:15.10,-100,-000,00000,005.04,255.0,255.0
,,'00:00:15.15,-100,-000,00000,005.04,255.0,255.0
,,'00:00:15.20,-100, 016,00000,005.04,255.0,255.0
,,'00:00:15.25,-100, 037,00000,005.04,255.0,255.0
,,'00:00:15.30,-097, 044,00000,005.04,255.0,255.0
,,'00:00:15.35,-094, 029,00000,005.04,255.0,255.0
,,'00:00:15.40,-093, 050,00000,005.04,255.0,255.0
,,'00:00:15.45,-093, 067,00000,005.04,255.0,255.0
,,'00:00:15.50,-093, 042,00000,005.04,255.0,255.0
,,'00:00:15.55,-093, 031,00000,005.04,255.0,255.0
,,'00:00:15.60,-091, 066,00000,005.04,255.0,255.0
,,'00:00:15.65,-089, 062,00000,005.04,255.0,255.0
,,'00:00:15.70,-085, 058,00000,005.04,255.0,255.0
,,'00:00:15.75,-077, 071,00000,005.04,255.0,255.0
,,'00:00:15.80,-070, 086,00000,005.04,255.0,255.0
,,'00:00:15.85,-065, 086,00000,005.04,255.0,255.0
,,'00:00:15.90,-059, 091,00000,005.04,255.0,255.0
,,'00:00:15.95,-048, 100,00000,005.04,255.0,255.0
,,'00:00:16.00,-026, 100,00000,005.04,255.0,255.0
,,'00:00:16.05,-005, 100,00000,005.04,255.0,255.0
,,'00:00:16.10, 039, 095,00000,005.04,255.0,255.0
,,'00:00:16.15, 082, 007,00000,005.04,255.0,255.0
,,'00:00:16.20, 088,-000,00000,005.04,255.0,255.0
,,'00:00:16.25, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.30, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.35, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.40, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.45, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.50, 100,-000,00000,005.04,255.0,255.0
,,'00:00:16.55, 099, 040,00000,005.04,255.0,255.0
,,'00:00:16.60, 100, 065,00000,005.04,255.0,255.0
,,'00:00:16.65, 100, 047,00000,005.04,255.0,255.0
,,'00:00:16.70, 100, 020,00000,005.04,255.0,255.0
,,'00:00:16.75, 100, 037,00000,005.04,255.0,255.0
,,'00:00:16.80, 100, 043,00000,005.04,255.0,255.0
,,'00:00:16.85, 100, 048,00000,005.04,255.0,255.0
,,'00:00:16.90, 099, 055,00000,005.04,255.0,255.0
,,'00:00:16.95, 096, 058,00000,005.04,255.0,255.0
,,'00:00:17.00, 093, 065,00000,005.04,255.0,255.0
,,'00:00:17.05, 089, 073,00000,005.04,255.0,255.0
,,'00:00:17.10, 084, 085,00000,005.04,255.0,255.0
,,'00:00:17.15, 063, 098,00000,005.04,255.0,255.0
,,'00:00:17.20, 048, 100,00000,005.04,255.0,255.0
,,'00:00:17.25, 040, 100,00000,005.04,255.0,255.0
,,'00:00:17.30, 028, 100,00000,005.04,255.0,255.0
,,'00:00:17.35, 008, 100,00000,005.04,255.0,255.0
,,'00:00:17.40,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.45,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.50,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.55,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.60,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.65,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.70,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.75,-000, 100,00000,005.04,255.0,255.0
,,'00:00:17.80, 001, 100,00000,005.04,255.0,255.0
,,'00:00:17.85, 008, 100,00000,005.04,255.0,255.0
,,'00:00:17.90, 021, 100,00000,005.04,255.0,255.0
,,'00:00:17.95, 022, 100,00000,005.04,255.0,255.0
,,'00:00:18.00, 018, 100,00000,005.04,255.0,255.0
,,'00:00:18.05, 013, 100,00000,005.04,255.0,255.0
,,'00:00:18.10, 010, 100,00000,005.04,255.0,255.0
,,'00:00:18.15, 013, 100,00000,005.04,255.0,255.0
,,'00:00:18.20, 016, 100,00000,005.04,255.0,255.0
,,'00:00:18.25, 021, 100,00000,005.04,255.0,255.0
,,'00:00:18.30, 019, 100,00000,005.04,255.0,255.0
,,'00:00:18.35, 017, 100,00000,005.04,255.0,255.0
,,'00:00:18.40, 014, 100,00000,005.04,255.0,255.0
,,'00:00:18.45, 013, 100,00000,005.04,255.0,255.0
,,'00:00:18.50, 016, 100,00000,005.04,255.0,255.0
,,'00:00:18.55, 031, 100,00000,005.04,255.0,255.0
,,'00:00:18.60, 041, 100,00000,005.04,255.0,255.0
,,'00:00:18.65, 048, 100,00000,005.04,255.0,255.0
,,'00:00:18.70, 041, 100,00000,005.04,255.0,255.0
,,'00:00:18.75, 020, 100,00000,005.04,255.0,255.0
,,'00:00:18.80,-002, 082,00000,005.04,255.0,255.0
,,'00:00:18.85,-034, 010,00000,005.04,255.0,255.0
,,'00:00:18.90,-061,-000,00000,005.04,255.0,255.0
,,'00:00:18.95,-100,-000,00000,005.04,255.0,255.0
,,'00:00:19.00,-100,-000,00000,005.04,255.0,255.0
,,'00:00:19.05,-098,-000,00000,005.04,255.0,255.0
,,'00:00:19.10,-077,-000,00000,005.04,255.0,255.0
,,'00:00:19.15,-073, 009,00000,005.04,255.0,255.0
,,'00:00:19.20,-076, 040,00000,005.04,255.0,255.0
,,'00:00:19.25,-098, 061,00000,005.04,255.0,255.0
,,'00:00:19.30,-100, 047,00000,005.04,255.0,255.0
,,'00:00:19.35,-100, 048,00000,005.04,255.0,255.0
,,'00:00:19.40,-096, 077,00000,005.04,255.0,255.0
,,'00:00:19.45,-091, 083,00000,005.04,255.0,255.0
,,'00:00:19.50,-079, 059,00000,005.04,255.0,255.0
,,'00:00:19.55,-075, 066,00000,005.04,255.0,255.0
,,'00:00:19.60,-069, 077,00000,005.04,255.0,255.0
,,'00:00:19.65,-062, 094,00000,005.04,255.0,255.0
,,'00:00:19.70,-052, 097,00000,005.04,255.0,255.0
,,'00:00:19.75,-027, 097,00000,005.04,255.0,255.0
,,'00:00:19.80,-013, 087,00000,005.04,255.0,255.0
,,'00:00:19.85, 050, 005,00000,005.04,255.0,255.0
,,'00:00:19.90, 100,-000,00000,005.04,255.0,255.0
,,'00:00:19.95, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.00, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.05, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.10, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.15, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.20, 100,-000,00000,005.04,255.0,255.0
,,'00:00:20.25, 100, 004,00000,005.04,255.0,255.0
,,'00:00:20.30, 100, 011,00000,005.04,255.0,255.0
,,'00:00:20.35, 100, 022,00000,005.04,255.0,255.0
,,'00:00:20.40, 100, 042,00000,005.04,255.0,255.0
,,'00:00:20.45, 100, 047,00000,005.04,255.0,255.0
,,'00:00:20.50, 100, 054,00000,005.04,255.0,255.0
,,'00:00:20.55, 100, 059,00000,005.04,255.0,255.0
,,'00:00:20.60, 100, 051,00000,005.04,255.0,255.0
,,'00:00:20.65, 100, 051,00000,005.04,255.0,255.0
,,'00:00:20.70, 094, 052,00000,005.04,255.0,255.0
,,'00:00:20.75, 092, 058,00000,005.04,255.0,255.0
,,'00:00:20.80, 084, 070,00000,005.04,255.0,255.0
,,'00:00:20.85, 075, 077,00000,005.04,255.0,255.0
,,'00:00:20.90, 056, 088,00000,005.04,255.0,255.0
,,'00:00:20.95, 037, 100,00000,005.04,255.0,255.0
,,'00:00:21.00, 027, 100,00000,005.04,255.0,255.0
,,'00:00:21.05, 006, 100,00000,005.04,255.0,255.0
,,'00:00:21.10,-000, 100,00000,005.04,255.0,255.0
,,'00:00:21.15, 002, 100,00000,005.04,255.0,255.0
,,'00:00:21.20, 006, 100,00000,005.04,255.0,255.0
,,'00:00:21.25, 026, 100,00000,005.04,255.0,255.0
,,'00:00:21.30, 033, 100,00000,005.04,255.0,255.0
,,'00:00:21.35, 043, 100,00000,005.04,255.0,255.0
,,'00:00:21.40, 048, 100,00000,005.04,255.0,255.0
,,'00:00:21.45, 066, 096,00000,005.04,255.0,255.0
